source,target
"one of the activities i will do is tennis, but i am just a beginner, so i would like someone to teach me.","one of the activities i will do is tennis, but i am just a beginner, so i would like someone to teach me."
"the other activity will be photography, which i am very good at.","the other activity will be photography, which i am very good at."
"i am wondering if there will be anywhere for me to wash my clothes, or if i will have them washed.","i am wondering if there will be anywhere for me to wash my clothes, or if i will have them washed."
i would also like to know how much money i should bring with me.,i would also like to know how much money i should bring with me.
i am waiting for your prompt reply.,i am waiting for your prompt reply.
"yours sincerely,","yours sincerely,"
bradley tudela.,bradley tudela.
shopping is not always enjoyable,shopping is not always enjoyable
"the good side of this activity is that it can be a good leisure, provided you are not in a hurry.","the good side of this activity is that it can be a good leisure, provided you are not in a hurry."
"another problem is the shortage of trolleys in supermarkets, which is very common when they are full of people.","another problem is the shortage of trolleys in supermarkets, which is very common when they are full of people."
"summing up, going shopping can be a relaxing activity if you choose the right day, but be aware of how dangerous it can be for your patience.","summing up, going shopping can be a relaxing activity if you choose the right day, but be aware of how dangerous it can be for your patience."
all the students in my class are excited about one more thing.,all the students in my class are excited about one more thing.
the date is tuesday march 14.,the date is tuesday march 14.
i look forward to hearing from you.,i look forward to hearing from you.
a private life,a private life
"they are famous, but i think they need to be alone sometimes.","they are famous, but i think they need to be alone sometimes."
"this is important for everybody and i think this is important for them, too.","this is important for everybody and i think this is important for them, too."
"dear helen ryan,","dear helen ryan,"
i am glad that i have won first prize in your competition.,i am glad that i have won first prize in your competition.
you ask me in your letter when i would like to travel.,you ask me in your letter when i would like to travel.
you ask me if i prefer to sleep in tents or log cabins.,you ask me if i prefer to sleep in tents or log cabins.
i would like to ask you two questions.,i would like to ask you two questions.
